name,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,cityofpractice,probonoserviceprovided,clientdemographics,total_score
Elakshi Thaman,15,"Real Estate Law, Constitutional Law, and Intellectual Property Law",3,Supreme Court,304.6383831,107.497925,"Kannada, Kannada and Urdu",Chennai,no,Large Corporations,22
Reyansh Kohli,25,"Consumer Protection Law, Medical Law, and Human Rights Law",2.967963387,District Court,120.7560493,90.24561363,"Telugu, Punjabi and Tamil",Chennai,yes,Large Corporations,18.5
Ranbir Contractor,2,"Civil Law, Medical Law, and Labor Law",5,District Court,360.7802339,86.9346641,"Marathi, Tamil and Assamese",Mumbai,no,Large Corporations,12.5
Prerak Shenoy,10,"Tax Law, Consumer Protection Law, and Media and Entertainment Law",2,Supreme Court,281.0455237,85.64337777,"Telugu, Urdu and Malayalam",Delhi,no,Large Corporations,18
Samiha Toor,24,"Labor Law, Family Law, and Family Law",1,Supreme Court,342.7729355,96.66217757,"Urdu, Urdu and Assamese",Mumbai,yes,Small Businesses,20
Kashvi Kuruvilla,18,"Family Law, Civil Law, and Corporate Law",1,High Court,450.3593357,102.2363173,"Odia, Hindi and Urdu",Chennai,no,Small Businesses,13
Jivin Virk,27,"Corporate Law, Corporate Law, and Consumer Protection Law",1,High Court,248.1955568,99.03710154,"Kannada, Telugu and Odia",Bangalore,yes,Individuals,17
Mannat Joshi,13,"Real Estate Law, Constitutional Law, and Constitutional Law",3,Supreme Court,455.5299304,105.6008684,"Punjabi, Assamese and Tamil",Chennai,yes,Large Corporations,20
Zeeshan Varghese,5,"Tax Law, Civil Law, and Criminal Law",2,Specialized Court,387.8010564,74.71695064,"Marathi, Urdu and Urdu",Kolkata,no,Small Businesses,13.5
Advika Sarraf,23,"Criminal Law, Banking and Finance Law, and Medical Law",2,District Court,269.8722166,86.58343531,"Bengali, Malayalam and Marathi",Bangalore,yes,Small Businesses,14.5
Badal Bansal,24,"Civil Law, Constitutional Law, and Tax Law",3,Supreme Court,321.449961,75.89976102,"Kannada, Malayalam and Telugu",Mumbai,yes,Large Corporations,24
Bhamini Boase,1,"Family Law, Banking and Finance Law, and Medical Law",3.004576659,Specialized Court,196.5115096,89.33090202,"Kannada, Odia and Assamese",Bangalore,no,Large Corporations,15.5
Kabir Shukla,22,"Immigration Law, Civil Law, and Medical Law",1,Supreme Court,492.6187849,105.2283134,"Assamese, Urdu and Urdu",Kolkata,no,Individuals,20
Tara Ganesh,1,"Medical Law, Environmental Law, and Medical Law",5,District Court,350.3080234,91.61975881,"Malayalam, Assamese and Malayalam",Chennai,yes,Individuals,12.5
Aarna Iyer,18,"Criminal Law, Intellectual Property Law, and Civil Law",4,District Court,69.73108362,129.1028874,"Urdu, Urdu and Malayalam",Delhi,no,Small Businesses,16.5
Indrajit Deshpande,15,"Corporate Law, Human Rights Law, and Civil Law",2,High Court,196.9798576,92.90109551,"Kannada, Hindi and Tamil",Hyderabad,no,Individuals,15
Tiya Cherian,17,"Consumer Protection Law, Civil Law, and Human Rights Law",2,High Court,330.4914952,90.89537821,"Odia, Odia and Marathi",Delhi,yes,Small Businesses,15
Indrans Buch,11,"Family Law, Immigration Law, and Criminal Law",2,High Court,75.34997501,91.59274379,"Hindi, Marathi and Tamil",Delhi,no,Individuals,13
Manikya Kapoor,21,"Criminal Law, Civil Law, and Media and Entertainment Law",4,High Court,60.74788609,80.43286961,"Odia, Bengali and Gujarati",Chennai,yes,Large Corporations,21
Dishani Basu,26,"Civil Law, Criminal Law, and Labor Law",5,District Court,252.5109078,89.13245081,"Bengali, Hindi and Hindi",Delhi,yes,Individuals,22.5
Nitya Bhatia,25,"Immigration Law, Criminal Law, and Constitutional Law",4,Specialized Court,199.7105809,106.9168204,"Hindi, Telugu and Hindi",Kolkata,no,Small Businesses,25.5
Madhup Lad,22,"Criminal Law, Labor Law, and Real Estate Law",3.004576659,Specialized Court,247.2343736,89.33090202,"Kannada, Telugu and Malayalam",Chennai,no,Individuals,23.5
Adira Gade,27,"Intellectual Property Law, Banking and Finance Law, and Tax Law",1,Specialized Court,168.2119894,78.09810405,"Kannada, Tamil and Hindi",Delhi,no,Small Businesses,19.5
Alia Tank,27,"Media and Entertainment Law, Immigration Law, and Environmental Law",2,Supreme Court,124.1229861,76.12373069,"Malayalam, Hindi and Bengali",Hyderabad,yes,Small Businesses,24
Manikya Malhotra,17,"Immigration Law, Human Rights Law, and Immigration Law",3,High Court,360.1145106,83.24697163,"Marathi, Gujarati and Odia",Mumbai,yes,Individuals,17
Trisha Bera,13,"Medical Law, Immigration Law, and Family Law",2,High Court,281.5570023,91.10795152,"Kannada, Hindi and Tamil",Chennai,yes,Individuals,13
Aarna Deo,1,"Corporate Law, Corporate Law, and Human Rights Law",3,District Court,140.0693951,107.903798,"Gujarati, Marathi and Odia",Chennai,no,Small Businesses,8.5
Aaryahi Lall,2,"Consumer Protection Law, Immigration Law, and Media and Entertainment Law",4,District Court,193.8152418,69.89267038,"Bengali, Urdu and Tamil",Bangalore,yes,Large Corporations,10.5
Vidur Ahluwalia,9,"Civil Law, Corporate Law, and Labor Law",1,Supreme Court,316.3135584,85.20260583,"Tamil, Hindi and Gujarati",Delhi,yes,Individuals,14
Pranay Balasubramanian,3,"Media and Entertainment Law, Labor Law, and Medical Law",3,Supreme Court,82.50320672,92.16465029,"Punjabi, Gujarati and Urdu",Mumbai,yes,Small Businesses,16
Sahil Taneja,1,"Environmental Law, Labor Law, and Consumer Protection Law",4,Specialized Court,116.3538542,62.49441349,"Marathi, Punjabi and Bengali",Hyderabad,yes,Large Corporations,15.5
Dhanuk Wadhwa,21,"Tax Law, Intellectual Property Law, and Consumer Protection Law",2.967963387,District Court,82.96052185,90.24561363,"Telugu, Gujarati and Telugu",Kolkata,no,Small Businesses,16.5
Aniruddh Sarma,16,"Labor Law, Medical Law, and Intellectual Property Law",3,High Court,415.5427997,79.8016719,"Hindi, Telugu and Tamil",Chennai,yes,Individuals,17
Vardaniya Balay,23,"Banking and Finance Law, Criminal Law, and Corporate Law",2,Specialized Court,388.5841549,78.06044439,"Tamil, Marathi and Marathi",Kolkata,no,Small Businesses,19.5
Anay Mall,6,"Human Rights Law, Civil Law, and Consumer Protection Law",2,High Court,388.9908193,92.87834318,"Punjabi, Urdu and Malayalam",Kolkata,yes,Small Businesses,11
Sumer Dave,28,"Human Rights Law, Civil Law, and Civil Law",2,Specialized Court,372.3464046,87.59160586,"Kannada, Malayalam and Urdu",Kolkata,yes,Small Businesses,21.5
Neelofar Sarna,17,"Labor Law, Media and Entertainment Law, and Labor Law",4,High Court,351.2234407,81.67070846,"Assamese, Gujarati and Kannada",Bangalore,yes,Individuals,19
Hansh Buch,5,"Banking and Finance Law, Banking and Finance Law, and Corporate Law",2,Supreme Court,264.6463619,96.4194394,"Odia, Marathi and Kannada",Kolkata,no,Large Corporations,16
Purab Deo,5,"Labor Law, Tax Law, and Media and Entertainment Law",5,Specialized Court,339.0251736,115.8461208,"Gujarati, Punjabi and Telugu",Delhi,no,Large Corporations,19.5
Sumer Gandhi,6,"Family Law, Tax Law, and Family Law",1,High Court,67.26269965,114.5888478,"Assamese, Malayalam and Marathi",Delhi,no,Large Corporations,9
Hansh Sharaf,3,"Media and Entertainment Law, Real Estate Law, and Media and Entertainment Law",4,High Court,329.6589902,61.15842342,"Malayalam, Odia and Hindi",Mumbai,yes,Large Corporations,13
Bhavin Vig,21,"Corporate Law, Constitutional Law, and Civil Law",2.967963387,District Court,400.0449675,90.24561363,"Hindi, Odia and Bengali",Mumbai,yes,Individuals,16.5
Baiju Dua,23,"Civil Law, Intellectual Property Law, and Civil Law",1,Specialized Court,275.1612622,87.32965065,"Hindi, Odia and Odia",Hyderabad,no,Small Businesses,17.5
Adira Khalsa,5,"Immigration Law, Real Estate Law, and Real Estate Law",3,High Court,210.8809978,92.32733014,"Hindi, Assamese and Assamese",Kolkata,yes,Large Corporations,13
Aaryahi Chowdhury,21,"Family Law, Real Estate Law, and Environmental Law",2,District Court,174.8420307,84.0257545,"Bengali, Punjabi and Punjabi",Kolkata,yes,Large Corporations,14.5
Taimur Shah,5,"Corporate Law, Media and Entertainment Law, and Labor Law",1,High Court,339.2609226,91.76382945,"Hindi, Urdu and Punjabi",Bangalore,no,Individuals,9
Aniruddh Dugar,10,"Tax Law, Family Law, and Media and Entertainment Law",5,Specialized Court,361.7605394,92.27111094,"Marathi, Bengali and Bengali",Kolkata,yes,Small Businesses,21.5
Mannat Acharya,10,"Intellectual Property Law, Banking and Finance Law, and Banking and Finance Law",3,Supreme Court,441.9354199,81.31572364,"Punjabi, Bengali and Assamese",Kolkata,yes,Small Businesses,20
Suhana Kohli,19,"Human Rights Law, Family Law, and Constitutional Law",5,Specialized Court,204.0503371,76.55448678,"Odia, Malayalam and Urdu",Kolkata,yes,Large Corporations,23.5
Taran Bajwa,17,"Civil Law, Consumer Protection Law, and Human Rights Law",1,Specialized Court,396.3975383,83.26956476,"Assamese, Marathi and Gujarati",Chennai,no,Large Corporations,15.5
Yakshit Gala,21,"Labor Law, Banking and Finance Law, and Human Rights Law",5,High Court,302.6101209,93.51388897,"Marathi, Odia and Urdu",Chennai,yes,Small Businesses,23
Faiyaz Dasgupta,14,"Criminal Law, Real Estate Law, and Criminal Law",3.085416667,High Court,447.2764208,91.07675778,"Marathi, Telugu and Kannada",Bangalore,no,Individuals,17
Jhanvi Gade,9,"Environmental Law, Immigration Law, and Criminal Law",1,Specialized Court,287.5154487,102.8002347,"Gujarati, Urdu and Odia",Bangalore,yes,Small Businesses,11.5
Diya Arya,14,"Civil Law, Constitutional Law, and Immigration Law",5,District Court,282.9334228,82.58714965,"Malayalam, Bengali and Kannada",Delhi,no,Small Businesses,16.5
Rasha Ranganathan,1,"Constitutional Law, Medical Law, and Intellectual Property Law",1,District Court,310.0446866,94.25766851,"Odia, Hindi and Tamil",Bangalore,no,Large Corporations,4.5
Akarsh Bansal,19,"Consumer Protection Law, Intellectual Property Law, and Corporate Law",2,District Court,387.1919098,104.4375389,"Gujarati, Assamese and Kannada",Hyderabad,no,Individuals,12.5
Kabir Rajagopal,13,"Banking and Finance Law, Banking and Finance Law, and Human Rights Law",1,High Court,484.1107155,107.4839234,"Hindi, Tamil and Punjabi",Delhi,no,Individuals,11
Raghav Mahajan,13,"Corporate Law, Medical Law, and Labor Law",4,High Court,83.1035094,89.11750719,"Hindi, Kannada and Punjabi",Kolkata,yes,Individuals,17
Anahi Dar,4,"Real Estate Law, Real Estate Law, and Consumer Protection Law",1,Specialized Court,74.04557108,86.68602413,"Marathi, Punjabi and Odia",Bangalore,no,Large Corporations,9.5
Shalv Lata,1,"Tax Law, Human Rights Law, and Tax Law",4,Supreme Court,471.8976518,92.86686351,"Marathi, Punjabi and Kannada",Hyderabad,yes,Individuals,18
Sumer Gara,17,"Intellectual Property Law, Environmental Law, and Banking and Finance Law",1,High Court,288.4440315,72.75438791,"Hindi, Bengali and Bengali",Bangalore,yes,Individuals,13
Nayantara Sama,8,"Tax Law, Civil Law, and Medical Law",3.004576659,Specialized Court,326.7063566,89.33090202,"Urdu, Punjabi and Bengali",Bangalore,no,Large Corporations,17.5
Samar Bhatnagar,2,"Media and Entertainment Law, Constitutional Law, and Intellectual Property Law",5,Specialized Court,267.0906207,101.168796,"Punjabi, Odia and Assamese",Delhi,yes,Small Businesses,17.5
Adah Dara,28,"Civil Law, Family Law, and Real Estate Law",2,Supreme Court,92.14585367,99.62920694,"Bengali, Assamese and Telugu",Delhi,yes,Individuals,24
Samar Roy,8,"Human Rights Law, Consumer Protection Law, and Consumer Protection Law",2,District Court,395.6402203,85.94598593,"Malayalam, Kannada and Gujarati",Mumbai,yes,Small Businesses,8.5
Damini Shanker,7,"Banking and Finance Law, Civil Law, and Civil Law",3,Specialized Court,386.2510903,93.26577302,"Tamil, Telugu and Odia",Delhi,yes,Individuals,15.5
Amira Lall,26,"Real Estate Law, Medical Law, and Constitutional Law",5,Specialized Court,190.2664947,77.6302449,"Kannada, Hindi and Kannada",Delhi,no,Small Businesses,27.5
Yakshit Deshmukh,26,"Constitutional Law, Banking and Finance Law, and Labor Law",5,Specialized Court,187.8076604,100.5523822,"Telugu, Marathi and Odia",Chennai,yes,Small Businesses,27.5
Saira Loke,2,"Immigration Law, Family Law, and Human Rights Law",2,District Court,427.0286214,88.83267846,"Odia, Kannada and Urdu",Bangalore,yes,Large Corporations,6.5
Heer Dixit,22,"Criminal Law, Family Law, and Media and Entertainment Law",5,District Court,82.56076598,85.86072822,"Gujarati, Telugu and Hindi",Delhi,yes,Large Corporations,20.5
Aniruddh Balay,22,"Real Estate Law, Constitutional Law, and Environmental Law",2,Supreme Court,446.4973168,84.57414246,"Odia, Punjabi and Assamese",Bangalore,yes,Individuals,22
Mohanlal Sane,3,"Corporate Law, Family Law, and Intellectual Property Law",3.085416667,High Court,165.4977605,91.07675778,"Hindi, Assamese and Marathi",Bangalore,no,Individuals,13
Miraya Rout,27,"Labor Law, Medical Law, and Medical Law",1,District Court,316.8431365,83.28183533,"Tamil, Bengali and Urdu",Chennai,no,Large Corporations,14.5
Aaina Sani,18,"Constitutional Law, Environmental Law, and Intellectual Property Law",2,High Court,471.1973806,99.87214554,"Assamese, Gujarati and Assamese",Bangalore,yes,Individuals,15
Neelofar Acharya,12,"Criminal Law, Labor Law, and Constitutional Law",2,High Court,355.1551257,84.07074678,"Telugu, Marathi and Urdu",Hyderabad,no,Individuals,13
Ritvik Kamdar,1,"Environmental Law, Consumer Protection Law, and Consumer Protection Law",4,District Court,236.4934156,113.8944614,"Marathi, Urdu and Kannada",Delhi,yes,Large Corporations,10.5
Uthkarsh Doctor,22,"Intellectual Property Law, Criminal Law, and Immigration Law",5,Specialized Court,360.290394,111.9781576,"Marathi, Tamil and Hindi",Bangalore,no,Small Businesses,25.5
Manjari Kumer,12,"Labor Law, Medical Law, and Banking and Finance Law",5,Supreme Court,204.7908363,76.62684765,"Malayalam, Bengali and Malayalam",Mumbai,yes,Individuals,24
Dharmajan Chaudhari,5,"Civil Law, Labor Law, and Corporate Law",2,High Court,174.7662874,91.04556404,"Assamese, Punjabi and Bengali",Mumbai,yes,Large Corporations,11
Ehsaan Mahajan,27,"Real Estate Law, Medical Law, and Consumer Protection Law",1,Specialized Court,498.5074751,80.24015068,"Gujarati, Bengali and Bengali",Chennai,no,Individuals,19.5
Shlok Subramaniam,25,"Human Rights Law, Criminal Law, and Corporate Law",1,District Court,387.855604,85.10028655,"Punjabi, Odia and Urdu",Hyderabad,no,Individuals,14.5
Piya Chakrabarti,17,"Criminal Law, Tax Law, and Human Rights Law",3.085416667,High Court,340.1239898,91.07675778,"Malayalam, Malayalam and Malayalam",Delhi,no,Large Corporations,19
Heer Bhatti,16,"Consumer Protection Law, Human Rights Law, and Intellectual Property Law",5,High Court,209.8803394,85.38642874,"Kannada, Punjabi and Gujarati",Chennai,yes,Large Corporations,21
Ryan Barad,15,"Family Law, Tax Law, and Family Law",4,High Court,72.12237312,95.40339056,"Malayalam, Bengali and Bengali",Mumbai,no,Individuals,19
Shaan Dhar,23,"Consumer Protection Law, Family Law, and Media and Entertainment Law",2,Specialized Court,63.97559422,98.11981941,"Punjabi, Kannada and Tamil",Hyderabad,no,Individuals,19.5
Rhea Solanki,15,"Immigration Law, Media and Entertainment Law, and Intellectual Property Law",3,Specialized Court,299.381565,74.99055941,"Tamil, Kannada and Urdu",Delhi,no,Small Businesses,19.5
Aniruddh Gopal,5,"Consumer Protection Law, Intellectual Property Law, and Media and Entertainment Law",4,Specialized Court,392.9147245,77.17356788,"Assamese, Hindi and Marathi",Bangalore,yes,Small Businesses,17.5
Hrishita Iyengar,21,"Environmental Law, Intellectual Property Law, and Human Rights Law",3,High Court,291.8206357,71.90966443,"Punjabi, Hindi and Hindi",Delhi,yes,Large Corporations,19
Neysa Bhattacharyya,14,"Media and Entertainment Law, Criminal Law, and Intellectual Property Law",4,High Court,428.3532824,76.71043899,"Gujarati, Marathi and Telugu",Kolkata,yes,Individuals,17
Divit Mannan,2,"Immigration Law, Civil Law, and Constitutional Law",1,Supreme Court,65.04193989,47.24954836,"Telugu, Bengali and Punjabi",Delhi,no,Large Corporations,12
Ojas Rajagopal,11,"Constitutional Law, Constitutional Law, and Civil Law",5,Supreme Court,215.0384344,98.16873601,"Telugu, Assamese and Odia",Bangalore,yes,Large Corporations,24
Yuvraj  Seshadri,19,"Intellectual Property Law, Family Law, and Constitutional Law",3.004576659,Specialized Court,156.681676,89.33090202,"Telugu, Hindi and Urdu",Kolkata,no,Individuals,21.5
Neysa Bassi,7,"Constitutional Law, Constitutional Law, and Banking and Finance Law",4,Specialized Court,251.2728357,92.21731109,"Assamese, Odia and Bengali",Hyderabad,yes,Small Businesses,17.5
Urvi Hayre,6,"Family Law, Labor Law, and Labor Law",5,District Court,82.56937694,68.75596711,"Marathi, Telugu and Odia",Chennai,yes,Large Corporations,14.5
Hiran Bali,28,"Corporate Law, Intellectual Property Law, and Intellectual Property Law",3,Specialized Court,479.3592387,80.35835426,"Urdu, Hindi and Marathi",Hyderabad,no,Large Corporations,23.5
Aniruddh Khanna,2,"Intellectual Property Law, Immigration Law, and Banking and Finance Law",2,Supreme Court,150.4649305,83.11684732,"Tamil, Bengali and Malayalam",Delhi,yes,Individuals,14
Divyansh Lala,6,"Consumer Protection Law, Consumer Protection Law, and Media and Entertainment Law",4,Supreme Court,465.038499,74.73622834,"Kannada, Kannada and Kannada",Chennai,no,Small Businesses,20
Rati Chaudhary,18,"Human Rights Law, Labor Law, and Corporate Law",2,Supreme Court,241.6519198,102.9027396,"Assamese, Tamil and Punjabi",Delhi,no,Small Businesses,20
Jiya Lad,2,"Tax Law, Media and Entertainment Law, and Tax Law",1,High Court,493.48586,102.1539007,"Tamil, Malayalam and Gujarati",Mumbai,no,Individuals,7
Jivin Ramakrishnan,18,"Corporate Law, Human Rights Law, and Corporate Law",2,High Court,299.3262726,72.66822309,"Malayalam, Gujarati and Assamese",Mumbai,no,Large Corporations,15
Stuvan Dora,15,"Intellectual Property Law, Consumer Protection Law, and Media and Entertainment Law",2,Specialized Court,468.8747889,100.8762157,"Assamese, Urdu and Malayalam",Bangalore,no,Individuals,17.5
